0022894;Spalla C20 4660x1000 ASSEMBL.       7000
0029513;RT s.guscio C060x1000(dis.01)       7000
0029514;RT s.guscio C060x1000(dis.01)
0034070;Fiala Hilti HVU M12x110
0035332;Omega 43x83x52x3 L=170 Zn (Dis.E01)
0035655;Barra Antitors.Spec.da 400          3000
0035656;Barra Antitors.Spec.da 400
0035924;Omega 20x90x70x2x3000 rinf.D
0036515;CV Orizz. tipo A1 (BERTI)           5010
0036516;CV Orizz. tipo A2 (BERTI)           5010
0036517;CV Orizz. tipo A5 (BERTI)           5010
0036534;Mont.Inf.L=11108 K10 (052881)       5010
0036535;Mont.Inf.L=11108 K10 (052881)
0036538;Mont.Inf.L=1020 K11 (052881)
0036539;Mont.Inf.L=1020 K11 (052881)       5010
0036971;CV Orizz. tipo A6 (BERTI)           5010
0036972;CV Orizz. tipo A8 (BERTI)           5010
0038442;Braccio mens.X_P L=1500(AV_)
0038550;CV Orizz. tipo A9 (BERTI)           5010
0038999;Supp.App.Centr.PP 600 (dis.01)
0039000;Supp.App.Centr.PP 600 (dis.01)      5010
0039266;Corr.N060x700 FS (Tav.47)
0039267;Corr.N060x700 FS  (Tav.47)          5010
0039268;Corr.N060x700 FS+FOR (Tav.48)
0039269;Corr.N060x700 FS+FOR (Tav.48)       5010
0039327;Tubo 70x3x4191 (Tav.39-MarcaS1)
0039328;Tubo 70x3x3110 (Tav.39-MarcaS2)
0039329;Tubo 70x3x3890 (Tav.39-MarcaS3)
0039330;Tubo 70x3x3191 (Tav.39-MarcaS4)
0039331;Tubo 70x3x4191 (Tav.39-MarcaS1)     5010
0039332;Tubo 70x3x3110 (Tav.39-MarcaS2)     5010
0039333;Tubo 70x3x3890 (Tav.39-MarcaS3)     5010
0039334;Tubo 70x3x3191 (Tav.39-MarcaS4)     5010
0039335;Tubo 40x2x332 forato (Tav.44)
0039336;Tubo 40x2x332 forato (Tav.44)       5010
0039339;ANG 50x50x5x1219 (Tav.46)
0039340;ANG 50x50x5x1219 (Tav.46)           5010
0039376;Elemento Mensola (Tav.29)
0039377;Elem.Contrasto Mensola (Tav.30)
0039378;Mens.Carico L=1700 (Tav.29)
0039379;Contr.Men.Car. L=1700 (Tav.30)
0039380;Mens.Carico L=1700 (Tav.29)         5010
0039381;Contr.Men.Car. L=1700 (Tav.30)      5010
0039798;CV Orizz. tipo AF1 (BERTI)          5010
0039805;CV Orizz. tipo AF2 (BERTI)          5010
0039806;CV Orizz. tipo AR1 (BERTI)          5010
0039807;CV Orizz. tipo AR2 (BERTI)          5010
0039808;CV Vert. -TAV.12- (BERTI)           5010
0039809;CV Vert. -TAV.12- (BERTI)
0039810;CV Vert. -TAV.11- (BERTI)
0039811;CV Vert. -TAV.11- (BERTI)           5010
0039816;Tel.Orizz.BF-TAV.302-(BERTI)
0039828;Tel.Orizz.BF-TAV.302-(BERTI)        5010
0039829;Tel.Orizz.MF-TAV.301-(BERTI)
0039830;Tel.Orizz.MF-TAV.301-(BERTI)        5010
0039866;Staffa spec.T111 (BERTI)
0039867;Staffa spec.T111 (BERTI)            5010
0041288;Telaio CV oriz.DX L=1130 spec.
0041289;Telaio CV oriz.SX L=1130 spec.
0041291;Telaio CV oriz.DX L=1130 spec.      1004
0041292;Telaio CV oriz.SX L=1130 spec.      1004
0041293;CV vert.2706x1990 completo          1004
0041296;CV vert.2706x1938 completo          1004
0041297;CV vert.2706x1730 completo          1004
0041298;CV oriz.MF 2706x1000 completo       1004
0041299;CV oriz.BF 2706x2300 completo       1004
0041317;UPN 80x2826 Forato (Dis-E12)
0041318;UPN 80x2826 Forato (Dis-E12)        1004
0041319;UPN 80x2226 Forato (Dis-E13)
0041320;UPN 80x2226 Forato (Dis-E13)        1004
0041658;Cor9.C150x3226 FS  (TAV.E30)
0041659;Cor9.C150x3226 FS  (TAV.E30)        9002
0041660;Cor9.C150x3226 FS  (TAV.E31)
0041661;Cor9.C150x3226 FS  (TAV.E31)        9002
0041662;Cor9.C090x3456 5GN (TAV.E32)
0041663;Cor9.C090x3456 5GN (TAV.E32)        9002
0041664;Cor9.C090x3456 5GN (TAV.E33)
0041665;Cor9.C090x3456 5GN (TAV.E33)        9002
0041668;Cor9.C090x3456 5GN (TAV.E34)
0041669;Cor9.C090x3456 5GN (TAV.E34)        9002
0041671;Corr.N080x3456 FS (TAV.E35)
0041672;Corr.N080x3456 FS (TAV.E35)         9002
0041675;Tubo 120x30x2x3000+staffe (TAV.21)
0041676;Tubo 120x30x2x3000+staffe (TAV.21)  9002
0041677;Tubo 100x50x5x6200+piastre (TAV.22)
0041678;Tubo 100x50x5x6200+piastre (TAV.22) 9002
0041679;Tubo 100x50x5x6012+piastre (TAV.22)
0041680;Tubo 100x50x5x6012+piastre (TAV.22) 9002
0041681;Tubo 100x50x5x7072+piastre (TAV.22)
0041682;Tubo 100x50x5x7072+piastre (TAV.22) 9002
0041683;Tubo 100x50x5x2346+piastre (TAV.22)
0041684;Tubo 100x50x5x2346+piastre (TAV.22) 9002
0042272;Montante L=7468 Tipo C20 Rinf.
0042273;Montante L=7468 Tipo C20 Rinf       3000
0042298;CV vert.3306x1300               comp.da:
0042301;Telaio Monof.CV Vert. L=3306
0042302;Telaio Monof.CV Vert. L=3306        5010
0043019;CV vert.2706x1300               comp.da:
0043328;Sbase PZ5040 M270(3300)(TAV.111)
0043342;Piastra conn.C40P50S(TAV-020)
0043481;Separ.Tipo 1 (dis.E24)                Zn
0043482;Separ.Tipo 2 (dis.E25)                Zn
0043555;"Doppio L 50x90x4 L=230 Ø13 fissaggio CVV CB Z.Sismica  "
0043587;Targa TMHI di portata CB/ML
0043596;Mont.CB H=8549 CW40_P50 (K1-INF)
0043601;Mont.CB H=6974 CW40 (K1-SUP)
0043605;Mont.CB H=7349 CW40 (K2-SUP)
0043607;Mont.CB H=8549 CW40_P50 (K6-INF)
0043608;Mont.CB H=6974 CW40 (K6-SUP)
0043609;Mont.CB H=7349 CW40 (K7-SUP)
0043649;Mont.CB H=8249 CW40_P50 (K3-INF)
0043666;Mont.CB H=3224 CW40 (K3-SUP)
0043688;Mont.CB H=8530 CW40 (K4-INF)
0043693;Braccio mens.R L=2700 (TAV-201)
0043713;Men.R L=2700(400x7)(TAV-201)
0043840;Montante L=6532 D20 Doppio          5010
0043842;Montante L=6532 D20 Doppio
0043871;Montante L=6532 D20 Rinf.
0043872;Montante L=6532 D20 Rinf.           5010
0043925;Mont.CB H=8549 CW40_P50 (K1-INF)    5010
0043943;Mont.CB H=6974 CW40 (K1-SUP)        5010
0043944;Mont.CB H=7349 CW40 (K2-SUP)        5010
0043945;Mont.CB H=8249 CW40_P50 (K3-INF)    5010
0043946;Mont.CB H=3224 CW40 (K3-SUP)        5010
0043947;Mont.CB H=8530 CW40 (K4-INF)        5010
0043948;Mont.CB H=6974 CW40 (K6-SUP)        5010
0043949;Mont.CB H=7349 CW40 (K7-SUP)        5010
0043950;Mont.CB H=8549 CW40_P50 (K6-INF)    5010
0043951;Sbase PZ5040 M270(3300)(TAV.111)    5010
0043954;Mont.CB H=15525 CW40_P50 (K1-TOT)   5010
0043955;Mont.CB H=15900 CW40_P50 (K2-TOT)   5010
0043956;Mont.CB H=14750 CW40_P50 (K3-TOT)   5010
0043957;Mont.CB H=15525 CW40 (K4-TOT)       5010
0043958;Mont.CB H=15900 CW40 (K5-TOT)       5010
0043959;Mont.CB H=15525 CW40_P50 (K6-TOT)   5010
0043960;Mont.CB H=15900 CW40_P50 (K7-TOT)   5010
0043961;Col.CB 15900x2700 CW40_PZ50  (K2)   5010
0043962;Col.CB 14750x2700 CW40_PZ50  (K3)   5010
0043963;Col.CB 15900x2700 CW40_PZ50  (K7)   5010
0043964;Col.CB 15525x2700 CW40_PZ50  (K6)   5010
0043965;Col.CB 15525x2700 CW40_PZ50  (K1)   5010
0043973;Men.R L=2700(400x7)(TAV-201)        5010
0044229;Omega 30x120x60x4x3990 (Dis.R02)
0044230;Omega 30x120x60x4x4605 (Dis.R01)
0044231;Omega 30x120x60x2x2816 (Dis.R03)
0044232;Omega 30x120x60x2x2400 (Dis.R04)
0044466;Montante L=7572 D20 Rinf.
0044467;Montante L=7572 D20 Rinf.           5010
0044610;Prof. C 120x60x25x2.5x4722 (703-01)   Zn
0044615;Prof. C 120x60x25x2.5x3880 (703-02)   Zn
0044663;Prof. C 120x60x25x2.5x2816 (703-03)   Zn
0044664;Prof. C 120x60x25x2.5x2706 (703-04)   Zn
0044665;Prof. C 120x60x25x2.5x2390 (703-05)   Zn
0044666;Prof. C 120x60x25x2.5x2336 (703-06)   Zn
0044667;Prof. C 120x60x25x2.5x1988 (703-07)   Zn
0044668;Prof. C 120x60x25x2.5x1960 (703-08)   Zn
0044669;Prof. C 120x120x30x3x4722 (703-10)    Zn
0044670;Prof. C 120x120x30x3x4545 (703-11)    Zn
0044671;Prof. C 120x120x30x3x3990 (703-12)    Zn
0044682;Prof. C 120x120x30x3x2816 (703-13)    Zn
0044683;Prof. C 120x120x30x3x2390 (703-14)    Zn
0044684;Prof. C 120x120x30x3x2336 (703-15)    Zn
0044685;Prof. C 120x120x30x3x1988 (703-16)    Zn
0044833;Coprifilo L 80x40x2 L=3000            Zn
0044834;Coprifilo L 80x40x2 L=4500            Zn
0044835;Staffa Spec. Ferma FAP (TAV-01)
0044836;Staffa Spec. Ferma FAP (TAV-01)     5010
0044858;Distanz.C120x2006 5F+Piastra
0044860;Distanz.C120x2006 5F+Piastra        5010
0044864;Distanziale Spec N060x486
0044865;Distanziale Spec N060x1006          5010
0044866;Distanziale Spec N060x1006
0044867;Distanziale Spec N060x1506
0044868;Distanziale Spec C120x2006
0044869;Distanziale Spec N060x486           5010
0044870;Distanziale Spec N060x1506          5010
0044871;Distanziale Spec C120x2006          5010
0044935;Porta Omega DX/SX L=380 (E605)
0044936;Porta Omega DX/SX L=380 (E605)      5010
0044937;Porta Omega STF L=108 (E601)
0044938;Porta Omega STF L=108 (E601)        5010
0044939;Porta Omega SX L=380 (E606)
0044940;Porta Omega SX L=380 (E606)         5010
0044941;Porta Omega DX L=380 (E602)
0044942;Porta Omega DX L=380 (E602)         5010
0044943;Porta Omega DX L=300 (E603)
0044944;Porta Omega DX L=300 (E603)         5010
0044946;Porta Omega SX L=300 (E607)
0044947;Porta Omega SX L=300 (E607)         5010
0044949;Porta Omega SX L=595 (E608)
0044950;Porta Omega SX L=595 (E608)         5010
0044951;Porta Omega DX L=595 (E604)
0044952;Porta Omega DX L=595 (E604)         5010
0045719;Telaio Monof.CV Vert. L=2706
0045720;Telaio Monof.CV Vert. L=2706        1004
0046066;Mont.CB H=6449 CW40 (K8-SUP)
0046068;Mont.CB H=6449 CW40 (K8-SUP)        5010
0046069;Mont.CB H=15000 CW40 (K8-TOT)       5010
0046124;Omega 25x80x40x2x2385 (Dis.R01)
0046125;Omega 25x80x40x2x1790 (Dis.R02)
0046126;Omega 25x80x40x2x2540 (Dis.R03)
0046127;Omega 25x80x40x2x1740 (Dis.R04)
0046128;Omega 25x80x40x2x2240 (Dis.R05)
0046129;Prof. C 120x120x30x3x2185 (C-112)     Zn
0046130;Prof. C 120x120x30x3x1790 (C-212)     Zn
0046131;Prof. C 120x120x30x3x1690 (C-312)     Zn
0046132;Prof. C 120x120x30x3x2540 (C-412)     Zn
0046133;Prof. C 120x120x30x3x2590 (C-512)     Zn
0046134;Prof. C 120x120x30x3x2130 (C-612)     Zn
0046135;Prof. C 120x120x30x3x4255 (C-050)     Zn
0046136;Prof. C 120x120x30x3x4400 (C-051)     Zn
